id,title,author,genre,publisher,year,author_set,author_set_str,book_id,total_sold
21443,Pulp Fiction,"Lonnie Hilpert, Jae Bogisich",Historical fiction,Gaspereau Press,1984,"frozenset({'jae bogisich', 'lonnie hilpert'})","jae bogisich,lonnie hilpert",21443,23
21685,A Passage to India,Prof. Remedios Powlowski,Textbook,Harlequin Enterprises Ltd,1985,frozenset({'prof. remedios powlowski'}),prof. remedios powlowski,21685,22
21630,"Look Homeward, Angel","Jeffery Leuschke PhD, Frederick Klocko CPA, Miss Bok Barrows, Era Hodkiewicz",Comic/Graphic Novel,Shambhala Publications,1979,"frozenset({'frederick klocko cpa', 'era hodkiewicz', 'miss bok barrows', 'jeffery leuschke phd'})","era hodkiewicz,frederick klocko cpa,jeffery leuschke phd,miss bok barrows",21630,31
21926,PokÃ©mon Shield,Lonnie Hilpert,Mythology,Naiad Press,1990,frozenset({'lonnie hilpert'}),lonnie hilpert,21926,21
21382,Metallica,Farah Rohan II,Mystery,Firebrand Books,1934,frozenset({'farah rohan ii'}),farah rohan ii,21382,18
21905,Off the Wall,Cordell Ritchie,Legend,University of Michigan Press,2002,frozenset({'cordell ritchie'}),cordell ritchie,21905,17
21311,Halo 3: ODST,"Dominque Fisher, Leigh Bednar",Fairy tale,St. Martin's Press,1991,"frozenset({'dominque fisher', 'leigh bednar'})","dominque fisher,leigh bednar",21311,13
21491,The Golden Apples of the Sun,Jeffry Nolan Ret.,Essay,Firebrand Books,1984,frozenset({'jeffry nolan ret.'}),jeffry nolan ret.,21491,23
21735,Some Like It Hot,"Kylee Smith, Zoila Christiansen",Mystery,Left Book Club,2017,"frozenset({'kylee smith', 'zoila christiansen'})","kylee smith,zoila christiansen",21735,26
21933,O Jerusalem!,Johnny Russel,Classic,-,2014,frozenset({'johnny russel'}),johnny russel,21933,17
21587,Command & Conquer: Generals,"Louanne Cruickshank, Lakenya Boyer IV",Essay,Carnegie Mellon University Press,1956,"frozenset({'lakenya boyer iv', 'louanne cruickshank'})","lakenya boyer iv,louanne cruickshank",21587,37
21454,WALLÂ·E,Mohamed Dach,Realistic fiction,Daedalus Publishing,2018,frozenset({'mohamed dach'}),mohamed dach,21454,14
22056,Seven Samurai,Jaleesa Breitenberg DVM,Realistic fiction,Paulist Press,1987,frozenset({'jaleesa breitenberg dvm'}),jaleesa breitenberg dvm,22056,19
21917,The Bodyguard,Dr. Pat Kunze,Fantasy,Legend Books,2004,frozenset({'dr. pat kunze'}),dr. pat kunze,21917,13
21493,Full Metal Jacket,"Curtis Rohan, Rocky Erdman",Mythopoeia,Harper & Brothers,2001,"frozenset({'curtis rohan', 'rocky erdman'})","curtis rohan,rocky erdman",21493,15
21961,Let's Talk About Love,The Hon. Terence Klocko,Science fiction,Penguin Books,1998,frozenset({'the hon. terence klocko'}),the hon. terence klocko,21961,18
21743,Born in the U.S.A.,Rep. Vern Turcotte,Comic/Graphic Novel,Vintage Books,2020,frozenset({'rep. vern turcotte'}),rep. vern turcotte,21743,14
21574,Hysteria,"Lamar Kautzer, Isabelle Boehm, Raymundo Aufderhar",Suspense/Thriller,Tarpaulin Sky Press,1976,"frozenset({'lamar kautzer', 'isabelle boehm', 'raymundo aufderhar'})","isabelle boehm,lamar kautzer,raymundo aufderhar",21574,19
21456,Puyo Puyo Tetris,Latrina Kuphal,Humor,Bowes & Bowes,2023,frozenset({'latrina kuphal'}),latrina kuphal,21456,20
21680,PokÃ©mon Y,"Mitch Gusikowski, Dylan Upton, Fredda Brekke, Vernice Emard",Science fiction,Boydell & Brewer,1978,"frozenset({'fredda brekke', 'dylan upton', 'mitch gusikowski', 'vernice emard'})","dylan upton,fredda brekke,mitch gusikowski,vernice emard",21680,18
21704,The Green Bay Tree,Lakenya Boyer IV,Folklore,Atheneum Publishers,1976,frozenset({'lakenya boyer iv'}),lakenya boyer iv,21704,21
21517,Tiger! Tiger!,"Anton Toy, Veronique Carter",Reference book,Athabasca University Press,2024,"frozenset({'anton toy', 'veronique carter'})","anton toy,veronique carter",21517,19
21373,Halo 3,Shelby Willms IV,Tall tale,Mainstream Publishing,1976,frozenset({'shelby willms iv'}),shelby willms iv,21373,9
21472,Ricochet,Zoila Christiansen,Speech,City Lights Publishers,1988,frozenset({'zoila christiansen'}),zoila christiansen,21472,11
21941,Hybrid Theory,"Tomasa Kozey, The Hon. Kylee Rempel",Fable,J. M. Dent,2021,"frozenset({'tomasa kozey', 'the hon. kylee rempel'})","the hon. kylee rempel,tomasa kozey",21941,17
21669,Appetite for Destruction,Lonnie Hilpert,Fiction narrative,Fairview Press,,frozenset({'lonnie hilpert'}),lonnie hilpert,21669,17
21560,Super Smash Bros. Ultimate,Korey Rice V,Speech,University of California Press,1994,frozenset({'korey rice v'}),korey rice v,21560,19
21816,O Pioneers!,Myrl Miller,Mythopoeia,Ziff Davis Media,0,frozenset({'myrl miller'}),myrl miller,21816,19
21856,The Violent Bear It Away,"Alphonso Gulgowski, Mercedez Welch",Short story,Pecan Grove Press,1989,"frozenset({'alphonso gulgowski', 'mercedez welch'})","alphonso gulgowski,mercedez welch",21856,18
21654,Modern Times,Frederick Klocko CPA,Science fiction,Addison-Wesley,2022,frozenset({'frederick klocko cpa'}),frederick klocko cpa,21654,19
21715,A Confederacy of Dunces,Zachary Ryan,Metafiction,Bellevue Literary Press,2024,frozenset({'zachary ryan'}),zachary ryan,21715,13
21837,A Monstrous Regiment of Women,"Lavon Langosh, Msgr. Juan Beer, Garth Heidenreich",Reference book,HarperCollins,2013,"frozenset({'garth heidenreich', 'msgr. juan beer', 'lavon langosh'})","garth heidenreich,lavon langosh,msgr. juan beer",21837,12
22029,1,Rosann Wolf VM,Short story,Gay Men's Press,2023,frozenset({'rosann wolf vm'}),rosann wolf vm,22029,24
21498,Chinatown,"Dominque Fisher, Leigh Bednar",Comic/Graphic Novel,Nauka,1997,"frozenset({'dominque fisher', 'leigh bednar'})","dominque fisher,leigh bednar",21498,16
21523,The Wives of Bath,Jeffry Nolan Ret.,Metafiction,Carlton Publishing Group,1985,frozenset({'jeffry nolan ret.'}),jeffry nolan ret.,21523,21
21886,Unweaving the Rainbow,Reid Rice,Classic,Apress,2012,frozenset({'reid rice'}),reid rice,21886,18
21807,Dying of the Light,Johnny Russel,Science fiction,Apress,2008,frozenset({'johnny russel'}),johnny russel,21807,27
21819,Deus Ex,"Kylee Smith, Zoila Christiansen",Metafiction,Libertas Academica,2025,"frozenset({'kylee smith', 'zoila christiansen'})","kylee smith,zoila christiansen",21819,15
21387,The Marshall Mathers LP,Rossana Cruickshank,Horror,Allen Ltd,1965,frozenset({'rossana cruickshank'}),rossana cruickshank,21387,21
21316,Commandos 3: Destination Berlin,Terrance Schneider,Narrative nonfiction,Pen and Sword Books,2024,frozenset({'terrance schneider'}),terrance schneider,21316,22
21765,The Great Escape,Maura Kuvalis DC,Fiction narrative,Blackie and Son Limited,1996,frozenset({'maura kuvalis dc'}),maura kuvalis dc,21765,21
21310,Gold: Greatest Hits,Jimmie Harvey,Essay,Horizon Scientific Press,1998,frozenset({'jimmie harvey'}),jimmie harvey,21310,9
21434,PlayerUnknown's Battlegrounds,Jeffry Nolan Ret.,Comic/Graphic Novel,Ellora's Cave,1981,frozenset({'jeffry nolan ret.'}),jeffry nolan ret.,21434,25
22008,"Ah, Wilderness!",Gov. Crystle Klocko,Narrative nonfiction,Carlton Books,2024,frozenset({'gov. crystle klocko'}),gov. crystle klocko,22008,11
21746,PokÃ©mon Crystal,"Haley Nader, Shanta Price",Narrative nonfiction,Pen and Sword Books,1977,"frozenset({'haley nader', 'shanta price'})","haley nader,shanta price",21746,36
21978,Dial M for Murder,"Alphonso Gulgowski, Mercedez Welch, Josette Nikolaus DC",Classic,Packt Publishing,2004,"frozenset({'alphonso gulgowski', 'mercedez welch', 'josette nikolaus dc'})","alphonso gulgowski,josette nikolaus dc,mercedez welch",21978,8
21312,Command & Conquer: Tiberium Alliances,Casey Bode,Fanfiction,Salt Publishing,1980,frozenset({'casey bode'}),casey bode,21312,19
21584,Se7en,Gov. Crystle Klocko,Crime/Detective,Martinus Nijhoff Publishers,1976,frozenset({'gov. crystle klocko'}),gov. crystle klocko,21584,12
22015,Tirra Lirra by the River,Sean Harvey III,Humor,Eerdmans Publishing,2003,frozenset({'sean harvey iii'}),sean harvey iii,22015,17
21678,Desperados III,Pres. Ariel Runte,Mythopoeia,Martinus Nijhoff Publishers,2014,frozenset({'pres. ariel runte'}),pres. ariel runte,21678,20
21638,From Here to Eternity,Teresia Fisher,Mythology,Edupedia Publications,1999,frozenset({'teresia fisher'}),teresia fisher,21638,17
21370,For a Breath I Tarry,Prof. Remedios Powlowski,Mystery,,1996,frozenset({'prof. remedios powlowski'}),prof. remedios powlowski,21370,19
21607,Life Is Beautiful,"Antione O'Reilly, Josette Nikolaus DC",Fantasy,Oberon Books,1978,"frozenset({""antione o'reilly"", 'josette nikolaus dc'})","antione o'reilly,josette nikolaus dc",21607,12
21989,Eyeless in Gaza,Valery Schimmel,Crime/Detective,Pavilion Books,2023,frozenset({'valery schimmel'}),valery schimmel,21989,14
21782,"Such, Such Were the Joys",Korey Rice V,Legend,Lion Hudson,2007,frozenset({'korey rice v'}),korey rice v,21782,24
21716,Let Us Now Praise Famous Men,Sook Halvorson,Speech,Cambridge University Press,1970,frozenset({'sook halvorson'}),sook halvorson,21716,15
21307,Bayonetta 2,Floyd Cassin III,Horror,Bloodaxe Books,2003,frozenset({'floyd cassin iii'}),floyd cassin iii,21307,16
21404,PokÃ©mon Pearl,Julia Bartoletti,Realistic fiction,Adis International,1990,frozenset({'julia bartoletti'}),julia bartoletti,21404,16
21333,12 Years a Slave,"Jon Hettinger DVM, Randal McCullough, Benedict Steuber",Fiction in verse,Carcanet Press,1976,"frozenset({'randal mccullough', 'benedict steuber', 'jon hettinger dvm'})","benedict steuber,jon hettinger dvm,randal mccullough",21333,27
21315,That Good Night,"Korey Rice V, Rico Zemlak",Mythology,NavPress,1985,"frozenset({'korey rice v', 'rico zemlak'})","korey rice v,rico zemlak",21315,16
21366,The Godfather: Part II,Miss Wade Lebsack,Suspense/Thriller,Hawthorne Books,1998,frozenset({'miss wade lebsack'}),miss wade lebsack,21366,9
22040,Everything is Illuminated,Alec Ziemann,Folklore,Charles Scribner's Sons,2002,frozenset({'alec ziemann'}),alec ziemann,22040,9
21717,The Stars' Tennis Balls,Antonio Lindgren,Classic,Naiad Press,1852,frozenset({'antonio lindgren'}),antonio lindgren,21717,19
21880,Castle Crashers,Prof. Remedios Powlowski,Fiction narrative,Kodansha,2006,frozenset({'prof. remedios powlowski'}),prof. remedios powlowski,21880,32
21367,Platoon,Ms. Kami Prosacco,Tall tale,Black Dog Publishing,1991,frozenset({'ms. kami prosacco'}),ms. kami prosacco,21367,21
21751,F-Zero,Myrtis Corwin,Realistic fiction,Chronicle Books,2010,frozenset({'myrtis corwin'}),myrtis corwin,21751,23
21515,A Darkling Plain,"Delois Koss, Catrina Roob PhD, Sid Oberbrunner",Legend,Ballantine Books,2010,"frozenset({'delois koss', 'sid oberbrunner', 'catrina roob phd'})","catrina roob phd,delois koss,sid oberbrunner",21515,20
21791,Star Wars: Episode I â€“ The Phantom Menace,Carroll Schultz,Science fiction,Harper & Brothers,2008,frozenset({'carroll schultz'}),carroll schultz,21791,23
21318,Infamous,Reuben Mayert,Fairy tale,Chambers Harrap,2015,frozenset({'reuben mayert'}),reuben mayert,21318,7
21430,True Blue,"Amb. Elia Lebsack, Edmundo Oberbrunner, Bernard Bayer",Fanfiction,Bantam Books,2018,"frozenset({'amb. elia lebsack', 'edmundo oberbrunner', 'bernard bayer'})","amb. elia lebsack,bernard bayer,edmundo oberbrunner",21430,13
22011,Halo 5: Guardians,"Coy Streich, Keeley Hand, Lela Emard",Horror,D. Appleton & Company,1979,"frozenset({'keeley hand', 'lela emard', 'coy streich'})","coy streich,keeley hand,lela emard",22011,15
21907,The Eminem Show,Mrs. Jessie Brekke,Tall tale,Harvill Press at Random House,1983,frozenset({'mrs. jessie brekke'}),mrs. jessie brekke,21907,25
21594,Down to a Sunless Sea,Rico Zemlak,Reference book,Adis International,2024,frozenset({'rico zemlak'}),rico zemlak,21594,10
21768,The Joshua Tree,Pres. Donya West,Legend,Penguin Books,2021,frozenset({'pres. donya west'}),pres. donya west,21768,17
21603,Amadeus,Beatris Upton,Tall tale,Sidgwick & Jackson,1979,frozenset({'beatris upton'}),beatris upton,21603,10
21350,Mass Effect,Sanjuana Bernier,Historical fiction,Reed Publishing,1978,frozenset({'sanjuana bernier'}),sanjuana bernier,21350,13
21400,The Soldier's Art,Pres. Shana Block,Fable,Leaf Books,1980,frozenset({'pres. shana block'}),pres. shana block,21400,5
21786,Donnie Darko,Quintin O'Kon,Horror,Pantheon Books at Random House,1998,"frozenset({""quintin o'kon""})",quintin o'kon,21786,13
21652,To a God Unknown,"Amb. Elia Lebsack, Bernard Bayer, Jerry Cormier, Edmundo Oberbrunner",Legend,Left Book Club,1986,"frozenset({'amb. elia lebsack', 'jerry cormier', 'bernard bayer', 'edmundo oberbrunner'})","amb. elia lebsack,bernard bayer,edmundo oberbrunner,jerry cormier",21652,14
21853,The Dark Knight,"Rico Zemlak, Korey Rice V",Western,Bowes & Bowes,1980,"frozenset({'korey rice v', 'rico zemlak'})","korey rice v,rico zemlak",21853,12
21426,Endless Night,Karisa Kozey,Mythology,Gefen Publishing House,1982,frozenset({'karisa kozey'}),karisa kozey,21426,24
21657,Doom II,"Randal McCullough, Jon Hettinger DVM, Benedict Steuber",Horror,Secker & Warburg,2005,"frozenset({'randal mccullough', 'benedict steuber', 'jon hettinger dvm'})","benedict steuber,jon hettinger dvm,randal mccullough",21657,7
21682,Saving Private Ryan,"Mohamed Dach, Clyde Jacobson",Folklore,Pecan Grove Press,2008,"frozenset({'clyde jacobson', 'mohamed dach'})","clyde jacobson,mohamed dach",21682,7
21937,The Terminator,"Soledad Hickle, Dennis Heaney",Legend,Cambridge University Press,1999,"frozenset({'soledad hickle', 'dennis heaney'})","dennis heaney,soledad hickle",21937,22
21686,Super Mario Galaxy 2,Elenor Langosh,Historical fiction,Lion Hudson,2005,frozenset({'elenor langosh'}),elenor langosh,21686,23
21355,Diablo III,"Miss Bok Barrows, Jeffery Leuschke PhD, Era Hodkiewicz, Frederick Klocko CPA",Short story,Legend Books,1863,"frozenset({'frederick klocko cpa', 'era hodkiewicz', 'miss bok barrows', 'jeffery leuschke phd'})","era hodkiewicz,frederick klocko cpa,jeffery leuschke phd,miss bok barrows",21355,31
21413,Nuovo Cinema Paradiso,"Dr. Emmaline Ritchie, Moshe Wilderman, Norberto Kohler",Horror,Naiad Press,2006,"frozenset({'moshe wilderman', 'norberto kohler', 'dr. emmaline ritchie'})","dr. emmaline ritchie,moshe wilderman,norberto kohler",21413,22
21691,I Know Why the Caged Bird Sings,Gov. Crystle Klocko,Classic,Mandrake of Oxford,1992,frozenset({'gov. crystle klocko'}),gov. crystle klocko,21691,23
21727,Mirror's Edge,"Antione O'Reilly, Josette Nikolaus DC",Humor,Butterworth-Heinemann,2004,"frozenset({""antione o'reilly"", 'josette nikolaus dc'})","antione o'reilly,josette nikolaus dc",21727,20
21341,The Princess Bride,Jermaine Wehner,Comic/Graphic Novel,Open Court Publishing Company,1997,frozenset({'jermaine wehner'}),jermaine wehner,21341,27
21857,Star Wars: Episode II â€“ Attack of the Clones,Ria Senger,Mythopoeia,Borgo Press,2020,frozenset({'ria senger'}),ria senger,21857,11
22044,Toy Story,Julia Bartoletti,Fairy tale,Jarrolds Publishing,1990,frozenset({'julia bartoletti'}),julia bartoletti,22044,7
21944,Persona,"Sean Harvey III, Glenna Huel, Enrique Gislason",Fantasy,BBC Books,1992,"frozenset({'glenna huel', 'sean harvey iii', 'enrique gislason'})","enrique gislason,glenna huel,sean harvey iii",21944,23
21431,Nine Coaches Waiting,Susannah Tremblay DC,Speech,Voyager Books,1938,frozenset({'susannah tremblay dc'}),susannah tremblay dc,21431,20
21612,Bayonetta,Mitch Gusikowski,Fiction narrative,Booktrope,1878,frozenset({'mitch gusikowski'}),mitch gusikowski,21612,10
21731,Firewatch,"Glenna Huel, Enrique Gislason",Historical fiction,Candlewick Press,2026,"frozenset({'glenna huel', 'enrique gislason'})","enrique gislason,glenna huel",21731,13
21971,Sunset Blvd.,"Alina Collier Esq., Kevin Mayer, Kimberely Kutch, Darius Mohr",Mystery,Carcanet Press,2014,"frozenset({'kevin mayer', 'alina collier esq.', 'darius mohr', 'kimberely kutch'})","alina collier esq.,darius mohr,kevin mayer,kimberely kutch",21971,17
21946,PokÃ©mon Ultra Sun,Wendell Zboncak,Mythology,Jaico Publishing House,1982,frozenset({'wendell zboncak'}),wendell zboncak,21946,17
21331,The Prestige,Amos Romaguera Jr.,Reference book,D. Appleton & Company,1991,frozenset({'amos romaguera jr.'}),amos romaguera jr.,21331,12
21888,The Dark Knight Rises,Alina Collier Esq.,Narrative nonfiction,HarperCollins,1976,frozenset({'alina collier esq.'}),alina collier esq.,21888,14
21689,Scarface,Angel Kuhic,Classic,Bantam Books,1994,frozenset({'angel kuhic'}),angel kuhic,21689,19
21600,Specimen Days,Donovan Bins,Suspense/Thriller,Packt Publishing,1988,frozenset({'donovan bins'}),donovan bins,21600,21
21552,A Time to Kill,"Rep. Bridgett Rosenbaum, Laureen Herzog, Charlsie Cummerata",Classic,Pecan Grove Press,1990,"frozenset({'rep. bridgett rosenbaum', 'laureen herzog', 'charlsie cummerata'})","charlsie cummerata,laureen herzog,rep. bridgett rosenbaum",21552,22
21563,Recalled to Life,Rossana Cruickshank,Fiction narrative,Harvest House,2012,frozenset({'rossana cruickshank'}),rossana cruickshank,21563,14
21566,The Lord of the Rings: The Two Towers,Carolyn Yost,Mystery,Mainstream Publishing,1900,frozenset({'carolyn yost'}),carolyn yost,21566,16
21354,To Your Scattered Bodies Go,Abigail Reynolds,Biography/Autobiography,Basic Books,1978,frozenset({'abigail reynolds'}),abigail reynolds,21354,17
21440,Sholay,Miss Jesus Pfannerstill,Western,,1852,frozenset({'miss jesus pfannerstill'}),miss jesus pfannerstill,21440,19
21712,Saving Private Ryan,"Mohamed Dach, Clyde Jacobson",Folklore,Gefen Publishing House,2014,"frozenset({'clyde jacobson', 'mohamed dach'})","clyde jacobson,mohamed dach",21712,23
22018,Of Mice and Men,Rosalva Beer,Crime/Detective,Victor Gollancz Ltd,1998,frozenset({'rosalva beer'}),rosalva beer,22018,20
21403,Bicycle Thieves,Candis Ledner Sr.,Mythopoeia,Simon & Schuster,,frozenset({'candis ledner sr.'}),candis ledner sr.,21403,24
21935,Gandhi,Carin Christiansen,Narrative nonfiction,Caister Academic Press,1956,frozenset({'carin christiansen'}),carin christiansen,21935,12
21942,The Wealth of Nations,Myrtis Corwin,Essay,Hackett Publishing Company,2015,frozenset({'myrtis corwin'}),myrtis corwin,21942,8
21397,A Handful of Dust,"Rosann Wolf VM, Sean Kassulke",Fairy tale,D. Reidel,1979,"frozenset({'rosann wolf vm', 'sean kassulke'})","rosann wolf vm,sean kassulke",21397,13
21790,The Help,Kizzie Purdy,Crime/Detective,Caister Academic Press,2017,frozenset({'kizzie purdy'}),kizzie purdy,21790,15
21847,High School Musical,Robby Powlowski,Folklore,Daedalus Publishing,1995,frozenset({'robby powlowski'}),robby powlowski,21847,18
21642,The Other Side of Silence,Elvina Nader,Comic/Graphic Novel,Harvard University Press,1985,frozenset({'elvina nader'}),elvina nader,21642,16
21489,Good Will Hunting,Chara Morissette,Realistic fiction,Mapin Publishing,1987,frozenset({'chara morissette'}),chara morissette,21489,22
21787,Lemonade,"Glenna Huel, Enrique Gislason",Fiction narrative,Shambhala Publications,2020,"frozenset({'glenna huel', 'enrique gislason'})","enrique gislason,glenna huel",21787,19
21455,East of Eden,Farah Rohan II,Mythopoeia,Berkley Books,2002,frozenset({'farah rohan ii'}),farah rohan ii,21455,15
21365,The Golden Apples of the Sun,Jeffry Nolan Ret.,Essay,Blue Ribbon Books,1988,frozenset({'jeffry nolan ret.'}),jeffry nolan ret.,21365,16
22021,Room,"Damian Gulgowski, Hal Nitzsche",Realistic fiction,Taylor & Francis,2015,"frozenset({'damian gulgowski', 'hal nitzsche'})","damian gulgowski,hal nitzsche",22021,17
21794,Judgment at Nuremberg,"Jeffery Leuschke PhD, Miss Bok Barrows, Frederick Klocko CPA, Era Hodkiewicz",Reference book,Voyager Books,2001,"frozenset({'frederick klocko cpa', 'era hodkiewicz', 'miss bok barrows', 'jeffery leuschke phd'})","era hodkiewicz,frederick klocko cpa,jeffery leuschke phd,miss bok barrows",21794,27
21450,Braveheart,Candis Ledner Sr.,Horror,Darakwon Press,2020,frozenset({'candis ledner sr.'}),candis ledner sr.,21450,9
21475,The Moving Toyshop,Rep. Vern Turcotte,Historical fiction,Manning Publications,1952,frozenset({'rep. vern turcotte'}),rep. vern turcotte,21475,15
21985,Death Be Not Proud,"Anton Toy, Veronique Carter",Metafiction,Imperial War Museum,1996,"frozenset({'anton toy', 'veronique carter'})","anton toy,veronique carter",21985,13
21722,"Lock, Stock and Two Smoking Barrels",Prof. Remedios Powlowski,Fable,Kodansha,2019,frozenset({'prof. remedios powlowski'}),prof. remedios powlowski,21722,26
21673,Interstellar,Elias O'Kon,Fairy tale,Basic Books,2002,"frozenset({""elias o'kon""})",elias o'kon,21673,16
21635,Commandos: Behind Enemy Lines,Hortencia Wunsch,Comic/Graphic Novel,Fearless Books,2001,frozenset({'hortencia wunsch'}),hortencia wunsch,21635,13
21371,PokÃ©mon LeafGreen,"Tamika Hayes, Julius Barrows",Folklore,Oberon Books,1945,"frozenset({'julius barrows', 'tamika hayes'})","julius barrows,tamika hayes",21371,31
21429,Happy Nation,Karisa Kozey,Fable,HarperTrophy,1997,frozenset({'karisa kozey'}),karisa kozey,21429,28
21408,The Third Man,Rosann Wolf VM,Speech,Pen and Sword Books,2005,frozenset({'rosann wolf vm'}),rosann wolf vm,21408,14
21922,Blithe Spirit,Prof. Augustus Konopelski,Classic,Paulist Press,2016,frozenset({'prof. augustus konopelski'}),prof. augustus konopelski,21922,22
21930,City Lights,Sen. Geri Mann,Fantasy,New Village Press,2003,frozenset({'sen. geri mann'}),sen. geri mann,21930,10
21991,Terminator 2: Judgment Day,Kasey Effertz,Fanfiction,Cengage Learning,2017,frozenset({'kasey effertz'}),kasey effertz,21991,19
22027,The Daffodil Sky,"Hal Nitzsche, Damian Gulgowski",Crime/Detective,FabJob,1840,"frozenset({'damian gulgowski', 'hal nitzsche'})","damian gulgowski,hal nitzsche",22027,21
21711,High School Musical 2,Mr. Dominque Becker,Comic/Graphic Novel,Airiti Press,1990,frozenset({'mr. dominque becker'}),mr. dominque becker,21711,19
21576,Metal Gear Solid,Lakesha McCullough,Metafiction,Adis International,2017,frozenset({'lakesha mccullough'}),lakesha mccullough,21576,21
21402,The Grapes of Wrath,Les Rogahn,Mythology,Harper & Brothers,2020,frozenset({'les rogahn'}),les rogahn,21402,16
21524,Viva la Vida or Death and All His Friends,"Keeley Hand, Lela Emard, Coy Streich",Realistic fiction,Oberon Books,2005,"frozenset({'keeley hand', 'lela emard', 'coy streich'})","coy streich,keeley hand,lela emard",21524,15
21557,Transistor,"Josette Nikolaus DC, Antione O'Reilly",Mythology,Chambers Harrap,1985,"frozenset({""antione o'reilly"", 'josette nikolaus dc'})","antione o'reilly,josette nikolaus dc",21557,17
21433,Halo Wars,Odell Willms,Mythopoeia,Ten Speed Press,1990,frozenset({'odell willms'}),odell willms,21433,21
21309,Beauty and the Beast,Sue Stark,Textbook,Atlas Press,1976,frozenset({'sue stark'}),sue stark,21309,12
21444,Battletoads,Fletcher Upton,Tall tale,Broadview Press,1989,frozenset({'fletcher upton'}),fletcher upton,21444,11
21750,Desperados 2: Cooper's Revenge,"Sean Kassulke, Lawrence Hauck",Crime/Detective,Ian Allan Publishing,2014,"frozenset({'lawrence hauck', 'sean kassulke'})","lawrence hauck,sean kassulke",21750,34
21641,(What's the Story) Morning Glory?,Rep. Vern Turcotte,Short story,Daedalus Publishing,2020,frozenset({'rep. vern turcotte'}),rep. vern turcotte,21641,21
21453,"Such, Such Were the Joys",Korey Rice V,Legend,Ace Books,1996,frozenset({'korey rice v'}),korey rice v,21453,19
21671,After Many a Summer Dies the Swan,Susannah Tremblay DC,Reference book,Gefen Publishing House,1998,frozenset({'susannah tremblay dc'}),susannah tremblay dc,21671,8
21325,Lilies of the Field,Lesli Bernier III,Metafiction,Etruscan Press,1978,frozenset({'lesli bernier iii'}),lesli bernier iii,21325,29
21923,For Whom the Bell Tolls,"Floyd Cassin III, Adelia Lind",Horror,Hackett Publishing Company,2010,"frozenset({'adelia lind', 'floyd cassin iii'})","adelia lind,floyd cassin iii",21923,23
21525,Behold the Man,Myrtis Corwin,Short story,Hachette Book Group USA,2026,frozenset({'myrtis corwin'}),myrtis corwin,21525,27
21427,Nectar in a Sieve,Jerrold Bogan LLD,Suspense/Thriller,Brimstone Press,2015,frozenset({'jerrold bogan lld'}),jerrold bogan lld,21427,14
21854,All Passion Spent,Caroyln Wilderman,Suspense/Thriller,SAGE Publications,1990,frozenset({'caroyln wilderman'}),caroyln wilderman,21854,21
21966,The Moving Toyshop,Rep. Vern Turcotte,Historical fiction,D. Appleton & Company,1971,frozenset({'rep. vern turcotte'}),rep. vern turcotte,21966,24
21919,Raging Bull,Albert Lehner Ret.,Fairy tale,Mainstream Publishing,2016,frozenset({'albert lehner ret.'}),albert lehner ret.,21919,25
21468,The Daffodil Sky,"Hal Nitzsche, Damian Gulgowski",Crime/Detective,Liberty Fund,1844,"frozenset({'damian gulgowski', 'hal nitzsche'})","damian gulgowski,hal nitzsche",21468,11
21999,God of War,Zackary Carter,Science fiction,Tate Publishing & Enterprises,2000,frozenset({'zackary carter'}),zackary carter,21999,20
21313,Super Meat Boy,Carin Christiansen,Crime/Detective,McGraw-Hill Education,2013,frozenset({'carin christiansen'}),carin christiansen,21313,13
21448,Monty Python and the Holy Grail,Ozzie Jast,Fable,Hachette Book Group USA,2009,frozenset({'ozzie jast'}),ozzie jast,21448,15
21884,There Will Be Blood,Angel Kuhic,Fantasy,Kodansha,2024,frozenset({'angel kuhic'}),angel kuhic,21884,10
21929,Super Mario Bros. 3,"Mohamed Dach, Clyde Jacobson",Legend,Fairview Press,2016,"frozenset({'clyde jacobson', 'mohamed dach'})","clyde jacobson,mohamed dach",21929,32
21339,The Legend of Zelda: Breath of the Wild,Sen. Leta Berge,Biography/Autobiography,Fairview Press,2024,frozenset({'sen. leta berge'}),sen. leta berge,21339,19
21362,...Baby One More Time,Shanelle Upton,Fiction in verse,Brill Publishers,2009,frozenset({'shanelle upton'}),shanelle upton,21362,19
22009,Bury My Heart at Wounded Knee,"Roland Murray, Selena Schroeder",Fanfiction,Firebrand Books,2012,"frozenset({'roland murray', 'selena schroeder'})","roland murray,selena schroeder",22009,13
21798,PokÃ©mon X,Reginia Weissnat,Textbook,Unfinished Monument Press,2018,frozenset({'reginia weissnat'}),reginia weissnat,21798,23
21749,Metroid Prime,Mellie Williamson,Mythopoeia,Unfinished Monument Press,1977,frozenset({'mellie williamson'}),mellie williamson,21749,32
21737,"HIStory: Past, Present and Future, Book I",Mrs. Jessie Brekke,Mythopoeia,Emerald Group Publishing,2013,frozenset({'mrs. jessie brekke'}),mrs. jessie brekke,21737,29
21562,Fortnite,"Norberto Kohler, Moshe Wilderman",Metafiction,Taylor & Francis,1983,"frozenset({'moshe wilderman', 'norberto kohler'})","moshe wilderman,norberto kohler",21562,25
