id,title,author,genre,publisher,year,author_set,author_set_str,book_id,total_sold
21127,"HIStory: Past, Present and Future, Book I",Jamey Spencer,Folklore,Liberty Fund,2025,frozenset({'jamey spencer'}),jamey spencer,21127,30
21530,Die Hard,"Arthur O'Keefe I, Frances Carter",Crime/Detective,Anova Books,2014,"frozenset({'frances carter', ""arthur o'keefe i""})","arthur o'keefe i,frances carter",21530,16
21057,Daydream,"Terence Schmidt, Pres. Alphonse McDermott",Essay,Godwit Press,1990,"frozenset({'pres. alphonse mcdermott', 'terence schmidt'})","pres. alphonse mcdermott,terence schmidt",21057,9
21497,The Treasure of the Sierra Madre,"Leandro Frami I, Rafael Schinner, Kareen Fadel DO, Dante Goodwin",Mythology,Tammi,1988,"frozenset({'dante goodwin', 'leandro frami i', 'rafael schinner', 'kareen fadel do'})","dante goodwin,kareen fadel do,leandro frami i,rafael schinner",21497,27
20966,Commandos: Beyond the Call of Duty,Noma Kris VM,Fiction narrative,Shambhala Publications,1989,frozenset({'noma kris vm'}),noma kris vm,20966,16
21147,The Witcher,Martin Buckridge,Comic/Graphic Novel,Berg Publishers,1988,frozenset({'martin buckridge'}),martin buckridge,21147,18
21574,WarioWare: Touched!,Emmitt Kub,Speech,Godwit Press,2009,frozenset({'emmitt kub'}),emmitt kub,21574,29
21250,The Dark Side of the Moon,Odis Quigley,Fantasy,Etruscan Press,1976,frozenset({'odis quigley'}),odis quigley,21250,18
21117,It Happened One Night,Margot Kassulke,Crime/Detective,Marshall Cavendish,1997,frozenset({'margot kassulke'}),margot kassulke,21117,22
21362,The Monkey's Raincoat,Marlana Casper,Humor,Open Court Publishing Company,1910,frozenset({'marlana casper'}),marlana casper,21362,15
21332,The Other Side of Silence,The Hon. Clement Considine,Fairy tale,,1996,frozenset({'the hon. clement considine'}),the hon. clement considine,21332,27
20920,The Soldier's Art,Thuy Nikolaus,Horror,Pecan Grove Press,1983,frozenset({'thuy nikolaus'}),thuy nikolaus,20920,31
21571,Bat Out of Hell,Johanna Dietrich,Narrative nonfiction,Sams Publishing,1987,frozenset({'johanna dietrich'}),johanna dietrich,21571,16
21557,Mario Kart 64,Lakita Brown,Science fiction,Cambridge University Press,2010,frozenset({'lakita brown'}),lakita brown,21557,25
21205,Legend: The Best of Bob Marley & The Wailers,Ligia Quitzon,Reference book,Firebrand Books,1984,frozenset({'ligia quitzon'}),ligia quitzon,21205,22
21101,The Moving Toyshop,Aron Hansen,Folklore,Boydell & Brewer,1980,frozenset({'aron hansen'}),aron hansen,21101,24
21044,Rocky,Kerry Marquardt VM,Historical fiction,Virago Press,1989,frozenset({'kerry marquardt vm'}),kerry marquardt vm,21044,37
21523,As I Lay Dying,Cornelia Balistreri DDS,Realistic fiction,Black Sparrow Books,2004,frozenset({'cornelia balistreri dds'}),cornelia balistreri dds,21523,22
21524,Hysteria,"Louis Ondricka, Larhonda Emmerich",Comic/Graphic Novel,Charles Scribner's Sons,2008,"frozenset({'larhonda emmerich', 'louis ondricka'})","larhonda emmerich,louis ondricka",21524,19
21583,The Joshua Tree,"Tony Schmeler, Noma Kris VM",Horror,Reed Publishing,1995,"frozenset({'tony schmeler', 'noma kris vm'})","noma kris vm,tony schmeler",21583,23
21119,A Summer Bird-Cage,Genaro Labadie,Mythopoeia,University of Minnesota Press,1980,frozenset({'genaro labadie'}),genaro labadie,21119,7
21397,To Your Scattered Bodies Go,Prof. Christia Stanton,Realistic fiction,Applewood Books,2015,frozenset({'prof. christia stanton'}),prof. christia stanton,21397,18
21198,Gandhi,Fred Tillman,Tall tale,Hackett Publishing Company,2001,frozenset({'fred tillman'}),fred tillman,21198,11
21042,Pac-Man,Roosevelt Wunsch CPA,Fiction in verse,Apress,2001,frozenset({'roosevelt wunsch cpa'}),roosevelt wunsch cpa,21042,13
21030,Beneath the Bleeding,Rep. Hilario Collins,Reference book,Godwit Press,1978,frozenset({'rep. hilario collins'}),rep. hilario collins,21030,16
21512,Psycho,"Ligia Quitzon, Leandro Hyatt",Reference book,Unfinished Monument Press,1986,"frozenset({'ligia quitzon', 'leandro hyatt'})","leandro hyatt,ligia quitzon",21512,17
21387,Viva la Vida or Death and All His Friends,"Clint Hauck VM, Trenton Sipes",Fairy tale,Blackie and Son Limited,1992,"frozenset({'trenton sipes', 'clint hauck vm'})","clint hauck vm,trenton sipes",21387,27
21009,O Pioneers!,Terina Langosh,Suspense/Thriller,Medknow Publications,1978,frozenset({'terina langosh'}),terina langosh,21009,18
20929,Inside Out,"Joselyn Dietrich, Dante Kreiger",Essay,Bowes & Bowes,2009,"frozenset({'dante kreiger', 'joselyn dietrich'})","dante kreiger,joselyn dietrich",20929,24
21466,"Monsters, Inc.",Josiah Watsica,Crime/Detective,Random House,2018,frozenset({'josiah watsica'}),josiah watsica,21466,21
21567,Cool Hand Luke,Jaimie Skiles,Comic/Graphic Novel,Bella Books,1984,frozenset({'jaimie skiles'}),jaimie skiles,21567,16
21050,The Lord of the Rings: The Fellowship of the Ring,Jamey Spencer,Reference book,Brill Publishers,1979,frozenset({'jamey spencer'}),jamey spencer,21050,9
21577,The Dark Knight Rises,Maxwell MacGyver,Essay,Focal Press,1976,frozenset({'maxwell macgyver'}),maxwell macgyver,21577,16
21210,Toy Story 3,Rudy Johnston,Fairy tale,Firebrand Books,1992,frozenset({'rudy johnston'}),rudy johnston,21210,27
21188,Raging Bull,Brianna O'Conner,Fable,Sams Publishing,2013,"frozenset({""brianna o'conner""})",brianna o'conner,21188,13
21561,The Witcher 3: Wild Hunt,Hyman Hegmann JD,Metafiction,Flame Tree Publishing,1980,frozenset({'hyman hegmann jd'}),hyman hegmann jd,21561,20
21171,The Line of Beauty,Trey Satterfield,Mystery,Blackwell Publishing,2026,frozenset({'trey satterfield'}),trey satterfield,21171,22
21279,Command & Conquer: Generals - Zero Hour,Kent Schneider V,Metafiction,Central European University Press,2001,frozenset({'kent schneider v'}),kent schneider v,21279,17
21395,Dangerous,Pres. Alphonse McDermott,Fiction in verse,City Lights Publishers,1982,frozenset({'pres. alphonse mcdermott'}),pres. alphonse mcdermott,21395,9
21487,Wolfenstein 2: The New Colossus,Genaro Labadie,Realistic fiction,HarperCollins,1968,frozenset({'genaro labadie'}),genaro labadie,21487,17
21213,Backstreet's Back,Mr. Argentina Jenkins,Narrative nonfiction,Applewood Books,1951,frozenset({'mr. argentina jenkins'}),mr. argentina jenkins,21213,14
21443,Thriller,Nicolle Larson VM,Fantasy,Verso Books,2003,frozenset({'nicolle larson vm'}),nicolle larson vm,21443,14
21086,Portal,"Deanne Olson LLD, Yuri Stanton, Dave Dooley",Fiction narrative,Blackwell Publishing,2004,"frozenset({'dave dooley', 'yuri stanton', 'deanne olson lld'})","dave dooley,deanne olson lld,yuri stanton",21086,20
21481,Once Upon a Time in the West,"Trenton Sipes, Clint Hauck VM",Folklore,Ten Speed Press,1982,"frozenset({'trenton sipes', 'clint hauck vm'})","clint hauck vm,trenton sipes",21481,16
21383,Come Away with Me,Cristen Hessel DO,Narrative nonfiction,D. Reidel,1984,frozenset({'cristen hessel do'}),cristen hessel do,21383,20
21222,All About Eve,Hilario Legros I,Legend,Blackwell Publishing,2000,frozenset({'hilario legros i'}),hilario legros i,21222,21
21249,Animal Crossing: New Leaf,Marjory Crist,Reference book,Leafwood Publishers,1856,frozenset({'marjory crist'}),marjory crist,21249,22
21040,PokÃ©mon Silver,Cornelia Balistreri DDS,Fable,Edupedia Publications,1989,frozenset({'cornelia balistreri dds'}),cornelia balistreri dds,21040,10
21092,Half-Life 2: Episode Two,"Larhonda Emmerich, Louis Ondricka",Suspense/Thriller,Carcanet Press,1992,"frozenset({'larhonda emmerich', 'louis ondricka'})","larhonda emmerich,louis ondricka",21092,17
21656,Princess Mononoke,"Desiree Johnston, Msgr. Keith Gulgowski",Fairy tale,Marshall Pickering,1996,"frozenset({'desiree johnston', 'msgr. keith gulgowski'})","desiree johnston,msgr. keith gulgowski",21656,20
21036,Star Wars: Episode V - The Empire Strikes Back,Agnus Kuhlman,Short story,Matthias Media,1988,frozenset({'agnus kuhlman'}),agnus kuhlman,21036,35
21416,Half-Life: Blue Shift,Mayra Turcotte,Speech,Libertas Academica,2010,frozenset({'mayra turcotte'}),mayra turcotte,21416,30
21615,F-Zero,"Tamatha Treutel DO, Alvin Schmitt, Antoine Dach",Science fiction,Heyday Books,2021,"frozenset({'antoine dach', 'tamatha treutel do', 'alvin schmitt'})","alvin schmitt,antoine dach,tamatha treutel do",21615,22
21014,Command & Conquer: Red Alert 2 - Yuris Revenge,Laveta Marks,Historical fiction,Marshall Cavendish,1976,frozenset({'laveta marks'}),laveta marks,21014,16
21160,Once Upon a Time in the West,"Trenton Sipes, Clint Hauck VM",Folklore,Lethe Press,1960,"frozenset({'trenton sipes', 'clint hauck vm'})","clint hauck vm,trenton sipes",21160,23
20960,Bury My Heart at Wounded Knee,Bobby Goldner,Suspense/Thriller,Hawthorne Books,1991,frozenset({'bobby goldner'}),bobby goldner,20960,26
21513,A Wednesday,Albert Konopelski,Fable,Bison Books,1998,frozenset({'albert konopelski'}),albert konopelski,21513,24
21093,Indiana Jones and the Last Crusade,The Hon. Jeffry Altenwerth,Essay,Orion Books,2002,frozenset({'the hon. jeffry altenwerth'}),the hon. jeffry altenwerth,21093,21
21327,The Legend of Zelda: Twilight Princess,"Thurman Borer JD, Lissa Terry",Fiction narrative,Orchard Books,2022,"frozenset({'thurman borer jd', 'lissa terry'})","lissa terry,thurman borer jd",21327,35
20922,Clannad,"Wonda Quigley, The Hon. Clement Considine",Metafiction,University of Akron Press,2013,"frozenset({'the hon. clement considine', 'wonda quigley'})","the hon. clement considine,wonda quigley",20922,21
21140,Wolfenstein 2: The New Colossus,Genaro Labadie,Realistic fiction,Kessinger Publishing,1970,frozenset({'genaro labadie'}),genaro labadie,21140,27
21596,Clouds of Witness,Ligia Quitzon,Short story,Lion Hudson,1982,frozenset({'ligia quitzon'}),ligia quitzon,21596,21
21426,F.E.A.R.,Miss Christa Corwin,Mythopoeia,Andrews McMeel Publishing,1999,frozenset({'miss christa corwin'}),miss christa corwin,21426,22
20955,Full Metal Jacket,Marquis Rau PhD,Short story,SAGE Publications,1833,frozenset({'marquis rau phd'}),marquis rau phd,20955,20
21138,"Lock, Stock and Two Smoking Barrels",Julian Lind,Humor,Ignatius Press,1986,frozenset({'julian lind'}),julian lind,21138,12
21159,The Lives of Others,Babette Ratke,Textbook,Nonesuch Press,1986,frozenset({'babette ratke'}),babette ratke,21159,13
21302,Mirror's Edge,Tynisha Schulist,Fable,HarperPrism,2001,frozenset({'tynisha schulist'}),tynisha schulist,21302,25
21637,The Proper Study,"Malik Halvorson Esq., Man Jakubowski",Reference book,HarperCollins,1982,"frozenset({'man jakubowski', 'malik halvorson esq.'})","malik halvorson esq.,man jakubowski",21637,13
21388,Breakfast in America,"Dudley Crona, Mrs. Waldo Kozey, Julian Lind, Candy Mitchell",Narrative nonfiction,DAW Books,2004,"frozenset({'candy mitchell', 'dudley crona', 'mrs. waldo kozey', 'julian lind'})","candy mitchell,dudley crona,julian lind,mrs. waldo kozey",21388,14
21650,The Third Man,"Ronald Simonis, Luigi Brekke, Keven Treutel",Metafiction,Jarrolds Publishing,1976,"frozenset({'keven treutel', 'ronald simonis', 'luigi brekke'})","keven treutel,luigi brekke,ronald simonis",21650,21
21153,Down to a Sunless Sea,Malik Stoltenberg,Mystery,,1993,frozenset({'malik stoltenberg'}),malik stoltenberg,21153,17
21158,PokÃ©mon: Let's Go Pikachu!,Clint Hauck VM,Realistic fiction,Breslov Research Institute,2023,frozenset({'clint hauck vm'}),clint hauck vm,21158,10
20946,Boston,Benedict Hirthe,Fiction in verse,Athabasca University Press,1989,frozenset({'benedict hirthe'}),benedict hirthe,20946,22
21193,Fortnite,Rep. Felicita Ortiz,Essay,AndrÃ© Deutsch,2012,frozenset({'rep. felicita ortiz'}),rep. felicita ortiz,21193,7
20921,Halo Wars,Napoleon Bernhard,Suspense/Thriller,No Starch Press,2016,frozenset({'napoleon bernhard'}),napoleon bernhard,20921,20
21504,Star Wars,Gino Auer,Western,Penguin Books,2001,frozenset({'gino auer'}),gino auer,21504,21
21015,Counter-Strike: Global Offensive,Mario Aufderhar,Tall tale,Bloodaxe Books,1985,frozenset({'mario aufderhar'}),mario aufderhar,21015,15
21179,The Torment of Others,"Bennett Ernser, Gerald Altenwerth IV",Folklore,Mapin Publishing,2004,"frozenset({'bennett ernser', 'gerald altenwerth iv'})","bennett ernser,gerald altenwerth iv",21179,16
21621,Civilization V,"Rudy Johnston, Herb Carter",Fantasy,Legend Books,1977,"frozenset({'rudy johnston', 'herb carter'})","herb carter,rudy johnston",21621,19
21323,Gone Girl,"Leticia DuBuque, Hildred Rau, Miss Assunta Corwin",Fable,Orchard Books,2014,"frozenset({'leticia dubuque', 'miss assunta corwin', 'hildred rau'})","hildred rau,leticia dubuque,miss assunta corwin",21323,16
20944,Command & Conquer 3: Tiberium Wars,Lonny Graham,Western,Felony & Mayhem Press,2019,frozenset({'lonny graham'}),lonny graham,20944,20
21342,The Immaculate Collection,Shasta Lesch,Suspense/Thriller,Zed Books,1994,frozenset({'shasta lesch'}),shasta lesch,21342,17
21580,Gladiator,Kent Schneider V,Essay,Central European University Press,1985,frozenset({'kent schneider v'}),kent schneider v,21580,22
20970,PokÃ©mon Emerald,"Lynne O'Reilly, Carlie Becker Jr.",Metafiction,Gaspereau Press,1983,"frozenset({""lynne o'reilly"", 'carlie becker jr.'})","carlie becker jr.,lynne o'reilly",20970,32
21240,Stand by Me,"Virgilio Bernier, Cristen Hessel DO",Fairy tale,Mark Batty Publisher,1927,"frozenset({'virgilio bernier', 'cristen hessel do'})","cristen hessel do,virgilio bernier",21240,26
21099,Tirra Lirra by the River,Porfirio O'Hara IV,Textbook,Hawthorne Books,1983,"frozenset({""porfirio o'hara iv""})",porfirio o'hara iv,21099,12
21089,The Terminator,Moses Douglas,Narrative nonfiction,Harcourt Assessment,1985,frozenset({'moses douglas'}),moses douglas,21089,17
21360,The Legend of Zelda: Breath of the Wild,Breanne McCullough,Suspense/Thriller,Basic Books,2008,frozenset({'breanne mccullough'}),breanne mccullough,21360,15
21654,The Heart Is Deceitful Above All Things,"Grover Hane, Pennie Kessler PhD, Viva Frami",Reference book,New Holland Publishers,2009,"frozenset({'grover hane', 'viva frami', 'pennie kessler phd'})","grover hane,pennie kessler phd,viva frami",21654,21
21035,LittleBigPlanet,Martin Buckridge,Metafiction,Hogarth Press,2012,frozenset({'martin buckridge'}),martin buckridge,21035,29
21595,Mario Kart DS,"Luis Beatty, Trenton Sipes",Suspense/Thriller,Blackwell Publishing,,"frozenset({'trenton sipes', 'luis beatty'})","luis beatty,trenton sipes",21595,27
21566,Star Wars: Episode VIII â€“ The Last Jedi,"Ernesto Feest, Lyman Goldner, Agnus Kuhlman, Emil Schinner IV",Fantasy,John Blake Publishing,1979,"frozenset({'ernesto feest', 'agnus kuhlman', 'lyman goldner', 'emil schinner iv'})","agnus kuhlman,emil schinner iv,ernesto feest,lyman goldner",21566,18
21167,Alien,Terese Carter,Mystery,Godwit Press,2003,frozenset({'terese carter'}),terese carter,21167,9
21312,Jurassic Park,Aron Hansen,Humor,Marshall Cavendish,1976,frozenset({'aron hansen'}),aron hansen,21312,27
21551,Lemonade,Erick Medhurst MD,Mythology,Signet Books,1980,frozenset({'erick medhurst md'}),erick medhurst md,21551,17
21288,Team Fortress 2,Babette Ratke,Comic/Graphic Novel,Eerdmans Publishing,2024,frozenset({'babette ratke'}),babette ratke,21288,20
21214,Dulce et Decorum Est,Emmitt Kub,Humor,Airiti Press,2000,frozenset({'emmitt kub'}),emmitt kub,21214,31
21217,High School Musical,"Bradley Bruen II, Kelle Bartoletti",Folklore,Medknow Publications,2010,"frozenset({'bradley bruen ii', 'kelle bartoletti'})","bradley bruen ii,kelle bartoletti",21217,20
21597,Vanity Fair,"Malik Halvorson Esq., Man Jakubowski",Narrative nonfiction,Carlton Books,1993,"frozenset({'man jakubowski', 'malik halvorson esq.'})","malik halvorson esq.,man jakubowski",21597,19
21648,Doom II,"Nathan Lebsack, Anissa Conroy, Norma Rempel",Tall tale,Packt Publishing,2007,"frozenset({'anissa conroy', 'norma rempel', 'nathan lebsack'})","anissa conroy,nathan lebsack,norma rempel",21648,17
21488,Dance Dance Dance,"Dante Kreiger, Levi Crona PhD",Fairy tale,Reed Publishing,1963,"frozenset({'dante kreiger', 'levi crona phd'})","dante kreiger,levi crona phd",21488,15
21090,System Shock,"Trenton Sipes, Luis Beatty",Fable,Harvest House,2019,"frozenset({'trenton sipes', 'luis beatty'})","luis beatty,trenton sipes",21090,10
21386,From Here to Eternity,"Cammie Friesen CPA, Stella Emmerich",Mythopoeia,Verso Books,1997,"frozenset({'stella emmerich', 'cammie friesen cpa'})","cammie friesen cpa,stella emmerich",21386,17
21344,PokÃ©mon: Let's Go Eevee!,Emery Berge,Comic/Graphic Novel,Pen and Sword Books,2016,frozenset({'emery berge'}),emery berge,21344,9
21536,Helldorado,Miki Kovacek,Reference book,Ziff Davis Media,1985,frozenset({'miki kovacek'}),miki kovacek,21536,10
21080,Hybrid Theory,Joselyn Dietrich,Crime/Detective,George Routledge & Sons,2022,frozenset({'joselyn dietrich'}),joselyn dietrich,21080,19
21356,The Lord of the Rings: The Fellowship of the Ring,Jamey Spencer,Reference book,Firebrand Books,1986,frozenset({'jamey spencer'}),jamey spencer,21356,28
21455,PokÃ©mon Shield,Breanne McCullough,Crime/Detective,Pantheon Books at Random House,2024,frozenset({'breanne mccullough'}),breanne mccullough,21455,17
21473,Mega Man,"Meredith Runte, Jerry Goyette, Dwight Bartoletti",Science fiction,Godwit Press,2017,"frozenset({'meredith runte', 'jerry goyette', 'dwight bartoletti'})","dwight bartoletti,jerry goyette,meredith runte",21473,33
21446,Greatest Hits,Harold Blanda,Crime/Detective,Mapin Publishing,1983,frozenset({'harold blanda'}),harold blanda,21446,22
21485,Crysis 2,Mrs. Dario Jaskolski,Mystery,Dedalus Books,1901,frozenset({'mrs. dario jaskolski'}),mrs. dario jaskolski,21485,27
21305,High School Musical 2,"Wilfred Bartell DVM, Cleveland Rice",Suspense/Thriller,Black Library,1993,"frozenset({'cleveland rice', 'wilfred bartell dvm'})","cleveland rice,wilfred bartell dvm",21305,15
21437,Super Mario World,"Hershel Treutel, Sen. Trula Bosco, Pres. Reuben Jakubowski, Miss Modesto Denesik",Western,Shuter & Shooter Publishers,2016,"frozenset({'hershel treutel', 'miss modesto denesik', 'pres. reuben jakubowski', 'sen. trula bosco'})","hershel treutel,miss modesto denesik,pres. reuben jakubowski,sen. trula bosco",21437,35
21440,The Wizard of Oz,Hilario Legros I,Textbook,Libertas Academica,1994,frozenset({'hilario legros i'}),hilario legros i,21440,13
21152,Consider Phlebas,Ms. Bo Bergnaum,Essay,Bantam Spectra,2016,frozenset({'ms. bo bergnaum'}),ms. bo bergnaum,21152,18
21456,Spice,Trenton Sipes,Historical fiction,Brill,2021,frozenset({'trenton sipes'}),trenton sipes,21456,33
21075,Pale Kings and Princes,"Ms. Bo Bergnaum, Yael Kunze",Classic,Paulist Press,1964,"frozenset({'ms. bo bergnaum', 'yael kunze'})","ms. bo bergnaum,yael kunze",21075,12
21157,Half-Life 2: Episode One,Odis Funk,Humor,D. Reidel,2020,frozenset({'odis funk'}),odis funk,21157,17
21191,Dunkirk,Gregg Koelpin,Fanfiction,Virgin Publishing,2020,frozenset({'gregg koelpin'}),gregg koelpin,21191,12
21629,Monster Hunter: World,Jinny Toy,Fable,Pecan Grove Press,1992,frozenset({'jinny toy'}),jinny toy,21629,16
21144,Kingdom Hearts,Cleveland Rice,Horror,Ellora's Cave,1976,frozenset({'cleveland rice'}),cleveland rice,21144,15
21262,Unplugged,Mrs. Leia Reilly,Suspense/Thriller,Tarpaulin Sky Press,2009,frozenset({'mrs. leia reilly'}),mrs. leia reilly,21262,18
21525,Firewatch,Fred Tillman,Fairy tale,Ignatius Press,1985,frozenset({'fred tillman'}),fred tillman,21525,24
21414,The Way of All Flesh,Levi Crona PhD,Fable,Book League of America,2020,frozenset({'levi crona phd'}),levi crona phd,21414,17
21418,"Such, Such Were the Joys",Jeffrey Will,Crime/Detective,Hay House,2004,frozenset({'jeffrey will'}),jeffrey will,21418,26
21612,Let's Talk About Love,Harold Blanda,Comic/Graphic Novel,Blackie and Son Limited,1995,frozenset({'harold blanda'}),harold blanda,21612,27
21611,Once Upon a Time in America,"Prof. Bo Spinka, Tynisha Schulist",Fantasy,Boydell & Brewer,1997,"frozenset({'prof. bo spinka', 'tynisha schulist'})","prof. bo spinka,tynisha schulist",21611,17
21298,PokÃ©mon Blue,"Katy Schmidt, Ms. Kelle Rohan, Cassie Balistreri",Tall tale,Apress,2020,"frozenset({'ms. kelle rohan', 'katy schmidt', 'cassie balistreri'})","cassie balistreri,katy schmidt,ms. kelle rohan",21298,18
21445,Surprised by Joy,Lorenzo Metz,Fiction narrative,Booktrope,1979,frozenset({'lorenzo metz'}),lorenzo metz,21445,15
20971,Look to Windward,"Rupert Blanda DC, Ricki Schulist",Historical fiction,,1976,"frozenset({'ricki schulist', 'rupert blanda dc'})","ricki schulist,rupert blanda dc",20971,23
20941,Halo 3: ODST,"The Hon. Mickey Lebsack, Charley Wehner IV",Realistic fiction,Orchard Books,2015,"frozenset({'the hon. mickey lebsack', 'charley wehner iv'})","charley wehner iv,the hon. mickey lebsack",20941,11
21419,Hotel Rwanda,Keli McClure LLD,Reference book,Applewood Books,2020,frozenset({'keli mcclure lld'}),keli mcclure lld,21419,19
21544,The Legend of Zelda,Jonah Strosin,Biography/Autobiography,Hodder Headline,2010,frozenset({'jonah strosin'}),jonah strosin,21544,16
21126,In a Dry Season,"Lynne O'Reilly, Jeffrey Will",Fairy tale,"Harry N. Abrams, Inc.",2004,"frozenset({""lynne o'reilly"", 'jeffrey will'})","jeffrey will,lynne o'reilly",21126,20
21252,Saturday Night Fever,Coy Hegmann,Mystery,Marshall Cavendish,1986,frozenset({'coy hegmann'}),coy hegmann,21252,21
21046,Can't Slow Down,Natasha Hackett,Reference book,Applewood Books,2017,frozenset({'natasha hackett'}),natasha hackett,21046,13
21604,Grave of the Fireflies,Man Medhurst,Tall tale,Anvil Press Poetry,2020,frozenset({'man medhurst'}),man medhurst,21604,22
21436,The Daffodil Sky,"Morton Lubowitz Sr., Vance Reichel, Norris Gusikowski, Sylvester Goodwin",Mythology,Chambers Harrap,2004,"frozenset({'norris gusikowski', 'vance reichel', 'sylvester goodwin', 'morton lubowitz sr.'})","morton lubowitz sr.,norris gusikowski,sylvester goodwin,vance reichel",21436,17
21607,Counter-Strike: Source,"Msgr. Kenna Dooley, Rep. Trenton Leuschke",Short story,Kensington Books,1999,"frozenset({'rep. trenton leuschke', 'msgr. kenna dooley'})","msgr. kenna dooley,rep. trenton leuschke",21607,30
21274,Starcraft,"Florentino Jacobson, Rev. Iluminada Wolff",Crime/Detective,Zed Books,2019,"frozenset({'florentino jacobson', 'rev. iluminada wolff'})","florentino jacobson,rev. iluminada wolff",21274,6
21518,Metroid Prime 2: Echoes,"Malik Stoltenberg, Charley Wehner IV",Western,Borgo Press,1982,"frozenset({'malik stoltenberg', 'charley wehner iv'})","charley wehner iv,malik stoltenberg",21518,18
21503,Endless Night,"Hershel Treutel, Miss Modesto Denesik, Sen. Trula Bosco",Fiction in verse,Gay Men's Press,2000,"frozenset({'hershel treutel', 'miss modesto denesik', 'sen. trula bosco'})","hershel treutel,miss modesto denesik,sen. trula bosco",21503,15
21633,Consider the Lilies,Spencer Keebler JD,Metafiction,D. Appleton & Company,1861,frozenset({'spencer keebler jd'}),spencer keebler jd,21633,23
20963,Star Wars: Episode II â€“ Attack of the Clones,Terese Carter,Essay,Target Books,2018,frozenset({'terese carter'}),terese carter,20963,17
21651,All Passion Spent,Jose O'Kon IV,Crime/Detective,Earthscan,1981,"frozenset({""jose o'kon iv""})",jose o'kon iv,21651,12
21537,Halo 4,Paris Wilderman,Fable,Taunton Press,1977,frozenset({'paris wilderman'}),paris wilderman,21537,22
21353,PokÃ©mon Crystal,Hyman Hegmann JD,Fanfiction,Scholastic Press,2005,frozenset({'hyman hegmann jd'}),hyman hegmann jd,21353,28
21338,To Sail Beyond the Sunset,Leandro Frami I,Legend,Zondervan,2016,frozenset({'leandro frami i'}),leandro frami i,21338,16
21547,Far Cry,"Katy Schmidt, Ms. Kelle Rohan, Cassie Balistreri, Margot Kassulke",Realistic fiction,Carlton Books,1998,"frozenset({'ms. kelle rohan', 'katy schmidt', 'cassie balistreri', 'margot kassulke'})","cassie balistreri,katy schmidt,margot kassulke,ms. kelle rohan",21547,18
21189,The Usual Suspects,Lessie Torp,Reference book,New Holland Publishers,2026,frozenset({'lessie torp'}),lessie torp,21189,15
21329,Specimen Days,Fr. Dallas Lebsack,Fable,Andrews McMeel Publishing,2002,frozenset({'fr. dallas lebsack'}),fr. dallas lebsack,21329,10
21603,Nuovo Cinema Paradiso,Kristofer Hermann,Narrative nonfiction,University of Minnesota Press,2024,frozenset({'kristofer hermann'}),kristofer hermann,21603,10
21283,Batman Begins,Magaret Robel DVM,Short story,Virgin Publishing,2007,frozenset({'magaret robel dvm'}),magaret robel dvm,21283,38
21102,The Grand Budapest Hotel,"Malik Halvorson Esq., Jose O'Kon IV, Man Jakubowski",Narrative nonfiction,Cisco Press,1993,"frozenset({'man jakubowski', 'malik halvorson esq.', ""jose o'kon iv""})","jose o'kon iv,malik halvorson esq.,man jakubowski",21102,19
21125,The Moon by Night,"Vance Reichel, Morton Lubowitz Sr., Sylvester Goodwin",Textbook,Gaspereau Press,2008,"frozenset({'vance reichel', 'sylvester goodwin', 'morton lubowitz sr.'})","morton lubowitz sr.,sylvester goodwin,vance reichel",21125,35
21182,The Eminem Show,"Inga Hansen, Talitha Windler, Scot Crona",Narrative nonfiction,Broadview Press,1989,"frozenset({'inga hansen', 'talitha windler', 'scot crona'})","inga hansen,scot crona,talitha windler",21182,21
21549,The Painted Veil,"Rev. Ben Nienow, Carma Mayer DC, Hank Huel",Narrative nonfiction,Mandrake of Oxford,2009,"frozenset({'hank huel', 'carma mayer dc', 'rev. ben nienow'})","carma mayer dc,hank huel,rev. ben nienow",21549,29
21592,Cidade de Deus,Lonny Graham,Tall tale,Karadi Tales,1832,frozenset({'lonny graham'}),lonny graham,21592,29
21588,Breakfast in America,"Dudley Crona, Mrs. Waldo Kozey, Julian Lind, Candy Mitchell",Narrative nonfiction,Atheneum Publishers,2003,"frozenset({'candy mitchell', 'dudley crona', 'mrs. waldo kozey', 'julian lind'})","candy mitchell,dudley crona,julian lind,mrs. waldo kozey",21588,14
21114,Half-Life,Man Medhurst,Fiction in verse,Carcanet Press,1990,frozenset({'man medhurst'}),man medhurst,21114,15
21310,The Elephant Man,"Gerald Altenwerth IV, Moses Douglas",Biography/Autobiography,Mainstream Publishing,1989,"frozenset({'moses douglas', 'gerald altenwerth iv'})","gerald altenwerth iv,moses douglas",21310,21
21343,The Great Escape,"Leticia DuBuque, Hildred Rau, Miss Assunta Corwin",Narrative nonfiction,Sidgwick & Jackson,2002,"frozenset({'leticia dubuque', 'miss assunta corwin', 'hildred rau'})","hildred rau,leticia dubuque,miss assunta corwin",21343,17
21081,PokÃ©mon Sun,"Morton Lubowitz Sr., Norris Gusikowski, Vance Reichel, Sylvester Goodwin",Fanfiction,Bloomsbury Publishing Plc,1983,"frozenset({'norris gusikowski', 'vance reichel', 'sylvester goodwin', 'morton lubowitz sr.'})","morton lubowitz sr.,norris gusikowski,sylvester goodwin,vance reichel",21081,23
21392,Civilization III,Celeste Cormier PhD,Reference book,Blue Ribbon Books,2021,frozenset({'celeste cormier phd'}),celeste cormier phd,21392,25
